exposed_iso3,source_iso3,year,w_trade,covered_share
AUS,POL,2023,0.002607,0.795
BEL,KOR,2019,0.004642,0.8712
BEL,AUS,2019,0.00315,0.8712
BEL,FRA,2019,0.125349,0.8712
BEL,NOR,2019,0.006805,0.8712
BEL,PER,2019,0.000621,0.8712
BEL,USA,2019,0.065599,0.8712
BEL,IND,2019,0.016168,0.8712
BEL,CAN,2019,0.009666,0.8712
BEL,TWN,2019,0.002759,0.8712
BEL,EGY,2019,0.001927,0.8712
BEL,CHN,2019,0.023287,0.8712
BEL,CHE,2019,0.021186,0.8712
BEL,TUR,2019,0.010463,0.8712
BEL,COL,2019,0.000859,0.8712
BEL,NLD,2019,0.159735,0.8712
BEL,MEX,2019,0.005436,0.8712
BEL,ZAF,2019,0.00573,0.8712
BEL,HKG,2019,0.004261,0.8712
BEL,SAU,2019,0.004637,0.8712
BEL,TUN,2019,0.000795,0.8712
BEL,ITA,2019,0.044311,0.8712
BEL,ISR,2019,0.003972,0.8712
BEL,SWE,2019,0.018206,0.8712
BEL,PHL,2019,0.000874,0.8712
BEL,DNK,2019,0.005665,0.8712
BEL,ARG,2019,0.000844,0.8712
BEL,JPN,2019,0.021264,0.8712
BEL,HUN,2019,0.006833,0.8712
BEL,FIN,2019,0.004573,0.8712
BEL,BRA,2019,0.005711,0.8712
BEL,VNM,2019,0.002004,0.8712
BEL,IDN,2019,0.001554,0.8712
BEL,GBR,2019,0.050466,0.8712
BEL,PRT,2019,0.004767,0.8712
BEL,VEN,2019,0.000179,0.8712
BEL,MYS,2019,0.002251,0.8712
BEL,DEU,2019,0.158498,0.8712
BEL,CHL,2019,0.001263,0.8712
BEL,UKR,2019,0.001581,0.8712
BEL,ESP,2019,0.024673,0.8712
BEL,THA,2019,0.003088,0.8712
BEL,RUS,2019,0.015781,0.8712
BEL,POL,2019,0.01981,0.8712
BEL,KOR,2021,0.007404,0.8672
BEL,AUS,2021,0.004077,0.8672
BEL,FRA,2021,0.120193,0.8672
BEL,NOR,2021,0.012693,0.8672
BEL,PER,2021,0.000515,0.8672
BEL,USA,2021,0.058739,0.8672
BEL,IND,2021,0.014969,0.8672
BEL,CAN,2021,0.008796,0.8672
BEL,TWN,2021,0.003213,0.8672
BEL,EGY,2021,0.002608,0.8672
BEL,CHN,2021,0.025161,0.8672
BEL,CHE,2021,0.017134,0.8672
BEL,TUR,2021,0.011078,0.8672
BEL,COL,2021,0.000712,0.8672
BEL,NLD,2021,0.167913,0.8672
BEL,MEX,2021,0.006432,0.8672
BEL,ZAF,2021,0.005428,0.8672
BEL,HKG,2021,0.002287,0.8672
BEL,SAU,2021,0.004003,0.8672
BEL,TUN,2021,0.000733,0.8672
BEL,ITA,2021,0.042033,0.8672
BEL,ISR,2021,0.004362,0.8672
BEL,SWE,2021,0.015956,0.8672
BEL,PHL,2021,0.001111,0.8672
BEL,DNK,2021,0.00577,0.8672
BEL,ARG,2021,0.000919,0.8672
BEL,JPN,2021,0.021938,0.8672
BEL,HUN,2021,0.006077,0.8672
BEL,FIN,2021,0.003929,0.8672
BEL,BRA,2021,0.005425,0.8672
BEL,VNM,2021,0.002225,0.8672
BEL,IDN,2021,0.001755,0.8672
BEL,GBR,2021,0.045,0.8672
BEL,PRT,2021,0.004261,0.8672
BEL,VEN,2021,8e-05,0.8672
BEL,MYS,2021,0.002964,0.8672
BEL,DEU,2021,0.165415,0.8672
BEL,CHL,2021,0.000973,0.8672
BEL,UKR,2021,0.00166,0.8672
BEL,ESP,2021,0.023872,0.8672
BEL,THA,2021,0.002654,0.8672
BEL,RUS,2021,0.014441,0.8672
BEL,POL,2021,0.020322,0.8672
BEL,KOR,2023,0.006435,0.8569
BEL,AUS,2023,0.003806,0.8569
BEL,FRA,2023,0.121026,0.8569
BEL,NOR,2023,0.015866,0.8569
BEL,PER,2023,0.000504,0.8569
BEL,USA,2023,0.06891,0.8569
BEL,IND,2023,0.011387,0.8569
BEL,CAN,2023,0.007563,0.8569
BEL,TWN,2023,0.00396,0.8569
BEL,EGY,2023,0.001928,0.8569
BEL,CHN,2023,0.026033,0.8569
BEL,CHE,2023,0.019089,0.8569
BEL,TUR,2023,0.010564,0.8569
BEL,COL,2023,0.000863,0.8569
BEL,NLD,2023,0.174293,0.8569
BEL,MEX,2023,0.005987,0.8569
BEL,ZAF,2023,0.003923,0.8569
BEL,HKG,2023,0.002355,0.8569
BEL,SAU,2023,0.004517,0.8569
BEL,TUN,2023,0.000735,0.8569
BEL,ITA,2023,0.042614,0.8569
BEL,ISR,2023,0.003282,0.8569
BEL,SWE,2023,0.018378,0.8569
BEL,PHL,2023,0.000745,0.8569
BEL,DNK,2023,0.005807,0.8569
BEL,ARG,2023,0.001283,0.8569
BEL,JPN,2023,0.016387,0.8569
BEL,HUN,2023,0.007413,0.8569
BEL,FIN,2023,0.004272,0.8569
BEL,BRA,2023,0.005231,0.8569
BEL,VNM,2023,0.002177,0.8569
BEL,IDN,2023,0.001685,0.8569
BEL,GBR,2023,0.046971,0.8569
BEL,PRT,2023,0.004734,0.8569
BEL,VEN,2023,6.4e-05,0.8569
BEL,MYS,2023,0.002671,0.8569
BEL,DEU,2023,0.143599,0.8569
BEL,CHL,2023,0.001225,0.8569
BEL,UKR,2023,0.001222,0.8569
BEL,ESP,2023,0.026122,0.8569
BEL,THA,2023,0.002167,0.8569
BEL,RUS,2023,0.00719,0.8569
BEL,POL,2023,0.021886,0.8569
BRA,KOR,2019,0.020912,0.8792
BRA,AUS,2019,0.003524,0.8792
BRA,FRA,2019,0.018362,0.8792
BRA,NOR,2019,0.004128,0.8792
BRA,PER,2019,0.009221,0.8792
BRA,USA,2019,0.160503,0.8792
BRA,IND,2019,0.01804,0.8792
BRA,CAN,2019,0.01439,0.8792
BRA,TWN,2019,0.009127,0.8792
BRA,EGY,2019,0.005259,0.8792
BRA,CHN,2019,0.24336,0.8792
BRA,CHE,2019,0.009414,0.8792
BRA,TUR,2019,0.007245,0.8792
BRA,COL,2019,0.011196,0.8792
BRA,NLD,2019,0.022753,0.8792
BRA,MEX,2019,0.024528,0.8792
BRA,ZAF,2019,0.004599,0.8792
BRA,HKG,2019,0.007415,0.8792
BRA,SAU,2019,0.010687,0.8792
BRA,TUN,2019,0.000688,0.8792
BRA,ITA,2019,0.019245,0.8792
BRA,BEL,2019,0.012126,0.8792
BRA,ISR,2019,0.003954,0.8792
BRA,SWE,2019,0.004451,0.8792
BRA,PHL,2019,0.002292,0.8792
BRA,DNK,2019,0.002998,0.8792
BRA,ARG,2019,0.050294,0.8792
BRA,JPN,2019,0.024913,0.8792
BRA,HUN,2019,0.00104,0.8792
BRA,FIN,2019,0.001708,0.8792
BRA,VNM,2019,0.011286,0.8792
BRA,IDN,2019,0.007464,0.8792
BRA,GBR,2019,0.013505,0.8792
BRA,PRT,2019,0.004991,0.8792
BRA,VEN,2019,0.001239,0.8792
BRA,MYS,2019,0.010275,0.8792
BRA,DEU,2019,0.038277,0.8792
BRA,CHL,2019,0.02046,0.8792
BRA,UKR,2019,0.00054,0.8792
BRA,ESP,2019,0.017291,0.8792
BRA,THA,2019,0.008237,0.8792
BRA,RUS,2019,0.013501,0.8792
BRA,POL,2019,0.003721,0.8792
BRA,KOR,2021,0.021589,0.8794
BRA,AUS,2021,0.003555,0.8794
BRA,FRA,2021,0.014573,0.8794
BRA,NOR,2021,0.003615,0.8794
BRA,PER,2021,0.008385,0.8794
BRA,USA,2021,0.141299,0.8794
BRA,IND,2021,0.023342,0.8794
BRA,CAN,2021,0.014968,0.8794
BRA,TWN,2021,0.008269,0.8794
BRA,EGY,2021,0.005096,0.8794
BRA,CHN,2021,0.27424,0.8794
BRA,CHE,2021,0.008403,0.8794
BRA,TUR,2021,0.008824,0.8794
BRA,COL,2021,0.010705,0.8794
BRA,NLD,2021,0.022374,0.8794
BRA,MEX,2021,0.020041,0.8794
BRA,ZAF,2021,0.0043,0.8794
BRA,HKG,2021,0.005422,0.8794
BRA,SAU,2021,0.009849,0.8794
BRA,TUN,2021,0.000754,0.8794
BRA,ITA,2021,0.018645,0.8794
BRA,BEL,2021,0.011516,0.8794
BRA,ISR,2021,0.003525,0.8794
BRA,SWE,2021,0.004914,0.8794
BRA,PHL,2021,0.003288,0.8794
BRA,DNK,2021,0.002524,0.8794
BRA,ARG,2021,0.047121,0.8794
BRA,JPN,2021,0.021275,0.8794
BRA,HUN,2021,0.001052,0.8794
BRA,FIN,2021,0.002074,0.8794
BRA,VNM,2021,0.010932,0.8794
BRA,IDN,2021,0.007736,0.8794
BRA,GBR,2021,0.011214,0.8794
BRA,PRT,2021,0.006841,0.8794
BRA,VEN,2021,0.002464,0.8794
BRA,MYS,2021,0.012679,0.8794
BRA,DEU,2021,0.032908,0.8794
BRA,CHL,2021,0.022446,0.8794
BRA,UKR,2021,0.000876,0.8794
BRA,ESP,2021,0.017401,0.8794
BRA,THA,2021,0.009647,0.8794
BRA,RUS,2021,0.015161,0.8794
BRA,POL,2021,0.003599,0.8794
BRA,KOR,2023,0.018048,0.8712
BRA,AUS,2023,0.004776,0.8712
BRA,FRA,2023,0.014616,0.8712
BRA,NOR,2023,0.003524,0.8712
BRA,PER,2023,0.008196,0.8712
BRA,USA,2023,0.131063,0.8712
BRA,IND,2023,0.020032,0.8712
BRA,CAN,2023,0.015865,0.8712
BRA,TWN,2023,0.007581,0.8712
BRA,EGY,2023,0.004823,0.8712
BRA,CHN,2023,0.2706,0.8712
BRA,CHE,2023,0.007093,0.8712
BRA,TUR,2023,0.007754,0.8712
BRA,COL,2023,0.010539,0.8712
BRA,NLD,2023,0.025518,0.8712
BRA,MEX,2023,0.024221,0.8712
BRA,ZAF,2023,0.003795,0.8712
BRA,HKG,2023,0.003751,0.8712
BRA,SAU,2023,0.011609,0.8712
BRA,TUN,2023,0.000753,0.8712
BRA,ITA,2023,0.017181,0.8712
BRA,BEL,2023,0.011221,0.8712
BRA,ISR,2023,0.003516,0.8712
BRA,SWE,2023,0.005047,0.8712
BRA,PHL,2023,0.003168,0.8712
BRA,DNK,2023,0.003084,0.8712
BRA,ARG,2023,0.049175,0.8712
BRA,JPN,2023,0.020289,0.8712
BRA,HUN,2023,0.001059,0.8712
BRA,FIN,2023,0.002432,0.8712
BRA,VNM,2023,0.011606,0.8712
BRA,IDN,2023,0.009648,0.8712
BRA,GBR,2023,0.010606,0.8712
BRA,PRT,2023,0.008153,0.8712
BRA,VEN,2023,0.002736,0.8712
BRA,MYS,2023,0.009472,0.8712
BRA,DEU,2023,0.03253,0.8712
BRA,CHL,2023,0.020935,0.8712
BRA,UKR,2023,0.000101,0.8712
BRA,ESP,2023,0.020354,0.8712
BRA,THA,2023,0.009221,0.8712
BRA,RUS,2023,0.021063,0.8712
BRA,POL,2023,0.004464,0.8712
CAN,KOR,2019,0.012615,0.9607
CAN,AUS,2019,0.003852,0.9607
CAN,FRA,2019,0.010434,0.9607
CAN,NOR,2019,0.003075,0.9607
CAN,PER,2019,0.003654,0.9607
CAN,USA,2019,0.629209,0.9607
CAN,IND,2019,0.008486,0.9607
CAN,TWN,2019,0.006704,0.9607
CAN,EGY,2019,0.001505,0.9607
CAN,CHN,2019,0.0824,0.9607
CAN,CHE,2019,0.005391,0.9607
CAN,TUR,2019,0.003001,0.9607
CAN,COL,2019,0.001481,0.9607
CAN,NLD,2019,0.008255,0.9607
CAN,MEX,2019,0.037145,0.9607
CAN,ZAF,2019,0.001157,0.9607
CAN,HKG,2019,0.003659,0.9607
CAN,SAU,2019,0.005116,0.9607
CAN,TUN,2019,0.000201,0.9607
CAN,ITA,2019,0.010659,0.9607
CAN,BEL,2019,0.006864,0.9607
CAN,ISR,2019,0.001408,0.9607
CAN,SWE,2019,0.002316,0.9607
CAN,PHL,2019,0.001945,0.9607
CAN,DNK,2019,0.001522,0.9607
CAN,ARG,2019,0.001001,0.9607
CAN,JPN,2019,0.024388,0.9607
CAN,HUN,2019,0.000849,0.9607
CAN,FIN,2019,0.001479,0.9607
CAN,BRA,2019,0.006427,0.9607
CAN,VNM,2019,0.006691,0.9607
CAN,IDN,2019,0.003128,0.9607
CAN,GBR,2019,0.02433,0.9607
CAN,PRT,2019,0.000792,0.9607
CAN,VEN,2019,6.2e-05,0.9607
CAN,MYS,2019,0.00306,0.9607
CAN,DEU,2019,0.021293,0.9607
CAN,CHL,2019,0.002115,0.9607
CAN,UKR,2019,0.000251,0.9607
CAN,ESP,2019,0.004201,0.9607
CAN,THA,2019,0.003876,0.9607
CAN,RUS,2019,0.002115,0.9607
CAN,POL,2019,0.002593,0.9607
CAN,KOR,2021,0.013433,0.9587
CAN,AUS,2021,0.003659,0.9587
CAN,FRA,2021,0.008958,0.9587
CAN,NOR,2021,0.003295,0.9587
CAN,PER,2021,0.004068,0.9587
CAN,USA,2021,0.621205,0.9587
CAN,IND,2021,0.007247,0.9587
CAN,TWN,2021,0.00825,0.9587
CAN,EGY,2021,0.001534,0.9587
CAN,CHN,2021,0.091733,0.9587
CAN,CHE,2021,0.007012,0.9587
CAN,TUR,2021,0.003163,0.9587
CAN,COL,2021,0.001857,0.9587
CAN,NLD,2021,0.007004,0.9587
CAN,MEX,2021,0.033799,0.9587
CAN,ZAF,2021,0.001655,0.9587
CAN,HKG,2021,0.003184,0.9587
CAN,SAU,2021,0.003702,0.9587
CAN,TUN,2021,0.000226,0.9587
CAN,ITA,2021,0.01055,0.9587
CAN,BEL,2021,0.007087,0.9587
CAN,ISR,2021,0.001442,0.9587
CAN,SWE,2021,0.002298,0.9587
CAN,PHL,2021,0.002232,0.9587
CAN,DNK,2021,0.001401,0.9587
CAN,ARG,2021,0.001063,0.9587
CAN,JPN,2021,0.024079,0.9587
CAN,HUN,2021,0.000759,0.9587
CAN,FIN,2021,0.001666,0.9587
CAN,BRA,2021,0.00783,0.9587
CAN,VNM,2021,0.00843,0.9587
CAN,IDN,2021,0.003391,0.9587
CAN,GBR,2021,0.019662,0.9587
CAN,PRT,2021,0.000835,0.9587
CAN,VEN,2021,0.000147,0.9587
CAN,MYS,2021,0.003874,0.9587
CAN,DEU,2021,0.020523,0.9587
CAN,CHL,2021,0.00243,0.9587
CAN,UKR,2021,0.000359,0.9587
CAN,ESP,2021,0.004933,0.9587
CAN,THA,2021,0.004009,0.9587
CAN,RUS,2021,0.002249,0.9587
CAN,POL,2021,0.002472,0.9587
CAN,KOR,2023,0.013729,0.9592
CAN,AUS,2023,0.004221,0.9592
CAN,FRA,2023,0.008504,0.9592
CAN,NOR,2023,0.002508,0.9592
CAN,PER,2023,0.004,0.9592
CAN,USA,2023,0.635469,0.9592
CAN,IND,2023,0.008326,0.9592
CAN,TWN,2023,0.006645,0.9592
CAN,EGY,2023,0.000824,0.9592
CAN,CHN,2023,0.078783,0.9592
CAN,CHE,2023,0.00869,0.9592
CAN,TUR,2023,0.002684,0.9592
CAN,COL,2023,0.001723,0.9592
CAN,NLD,2023,0.00777,0.9592
CAN,MEX,2023,0.036235,0.9592
CAN,ZAF,2023,0.002115,0.9592
CAN,HKG,2023,0.003497,0.9592
CAN,SAU,2023,0.002836,0.9592
CAN,TUN,2023,0.000273,0.9592
CAN,ITA,2023,0.010254,0.9592
CAN,BEL,2023,0.005872,0.9592
CAN,ISR,2023,0.001234,0.9592
CAN,SWE,2023,0.003139,0.9592
CAN,PHL,2023,0.002249,0.9592
CAN,DNK,2023,0.001987,0.9592
CAN,ARG,2023,0.00116,0.9592
CAN,JPN,2023,0.024042,0.9592
CAN,HUN,2023,0.000748,0.9592
CAN,FIN,2023,0.001602,0.9592
CAN,BRA,2023,0.008738,0.9592
CAN,VNM,2023,0.00924,0.9592
CAN,IDN,2023,0.003385,0.9592
CAN,GBR,2023,0.016217,0.9592
CAN,PRT,2023,0.002513,0.9592
CAN,VEN,2023,0.000192,0.9592
CAN,MYS,2023,0.003102,0.9592
CAN,DEU,2023,0.021124,0.9592
CAN,CHL,2023,0.002231,0.9592
CAN,UKR,2023,0.000459,0.9592
CAN,ESP,2023,0.004124,0.9592
CAN,THA,2023,0.003908,0.9592
CAN,RUS,2023,7.8e-05,0.9592
CAN,POL,2023,0.00273,0.9592
CHE,KOR,2019,0.007709,0.8352
CHE,AUS,2019,0.006725,0.8352
CHE,FRA,2019,0.064694,0.8352
CHE,NOR,2019,0.001903,0.8352
CHE,PER,2019,0.004186,0.8352
CHE,USA,2019,0.10621,0.8352
CHE,IND,2019,0.034286,0.8352
CHE,CAN,2019,0.009619,0.8352
CHE,TWN,2019,0.005707,0.8352
CHE,EGY,2019,0.002192,0.8352
CHE,CHN,2019,0.06216,0.8352
CHE,TUR,2019,0.008509,0.8352
CHE,COL,2019,0.001546,0.8352
CHE,NLD,2019,0.019719,0.8352
CHE,MEX,2019,0.004037,0.8352
CHE,ZAF,2019,0.005892,0.8352
CHE,HKG,2019,0.023306,0.8352
CHE,SAU,2019,0.003951,0.8352
CHE,TUN,2019,0.000723,0.8352
CHE,ITA,2019,0.065297,0.8352
CHE,BEL,2019,0.018547,0.8352
CHE,ISR,2019,0.00311,0.8352
CHE,SWE,2019,0.0056,0.8352
CHE,PHL,2019,0.001571,0.8352
